trackName,artistName,msPlayed,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Super Galaxtica,Mike Shinoda,149147,alternative hip hop,0.711,0.775,8,-4.736,1,0.0372,0.13,0.873,0.137,0.165,140.027,audio_features,7JP1An4cUYJpVJilRy179e,spotify:track:7JP1An4cUYJpVJilRy179e,https://api.spotify.com/v1/tracks/7JP1An4cUYJpVJilRy179e,https://api.spotify.com/v1/audio-analysis/7JP1An4cUYJpVJilRy179e,149205,4
fine,Mike Shinoda,214118,alternative hip hop,0.55,0.685,8,-3.28,1,0.0353,0.0261,6.9e-05,0.251,0.168,89.977,audio_features,4I0tFcRHjW3AkN1Jg1veOM,spotify:track:4I0tFcRHjW3AkN1Jg1veOM,https://api.spotify.com/v1/tracks/4I0tFcRHjW3AkN1Jg1veOM,https://api.spotify.com/v1/audio-analysis/4I0tFcRHjW3AkN1Jg1veOM,214343,4
Cupcake Cake,Mike Shinoda,10414,alternative hip hop,0.655,0.689,5,-4.576,0,0.0413,0.223,0.524,0.245,0.35,78.974,audio_features,4u1OCDpp7ZY65pEH59MKZj,spotify:track:4u1OCDpp7ZY65pEH59MKZj,https://api.spotify.com/v1/tracks/4u1OCDpp7ZY65pEH59MKZj,https://api.spotify.com/v1/audio-analysis/4u1OCDpp7ZY65pEH59MKZj,195970,4
Duckbot,Mike Shinoda,74892,alternative hip hop,0.821,0.382,1,-6.423,1,0.103,0.108,0.866,0.0952,0.38,105.031,audio_features,5FnWOYFpBAH4dJplxWDNHO,spotify:track:5FnWOYFpBAH4dJplxWDNHO,https://api.spotify.com/v1/tracks/5FnWOYFpBAH4dJplxWDNHO,https://api.spotify.com/v1/audio-analysis/5FnWOYFpBAH4dJplxWDNHO,129044,4
Ghosts,Mike Shinoda,1849465,alternative hip hop,0.679,0.834,7,-5.984,1,0.0738,0.0134,0.00291,0.194,0.388,103.053,audio_features,3zfqK7Bu4aLUQSIKnimHz1,spotify:track:3zfqK7Bu4aLUQSIKnimHz1,https://api.spotify.com/v1/tracks/3zfqK7Bu4aLUQSIKnimHz1,https://api.spotify.com/v1/audio-analysis/3zfqK7Bu4aLUQSIKnimHz1,174573,4
Happy Endings (feat. iann dior and UPSAHL),Mike Shinoda,2420261,alternative hip hop,0.652,0.876,7,-3.323,1,0.0359,0.0307,0.0,0.449,0.695,126.007,audio_features,1nPd60em5Qwp0NPykFz5Xj,spotify:track:1nPd60em5Qwp0NPykFz5Xj,https://api.spotify.com/v1/tracks/1nPd60em5Qwp0NPykFz5Xj,https://api.spotify.com/v1/audio-analysis/1nPd60em5Qwp0NPykFz5Xj,212513,4
Hello,Killer Mike,118296,alternative hip hop,0.353,0.862,0,-3.511,1,0.124,0.000703,0.0,0.328,0.802,72.203,audio_features,772nJ1y0CZGuglDsQzp05R,spotify:track:772nJ1y0CZGuglDsQzp05R,https://api.spotify.com/v1/tracks/772nJ1y0CZGuglDsQzp05R,https://api.spotify.com/v1/audio-analysis/772nJ1y0CZGuglDsQzp05R,121700,4
Life Goes On,Oliver Tree,161803,alternative hip hop,0.7,0.49,0,-5.187,1,0.076,0.186,0.0,0.117,0.569,79.982,audio_features,0eu4C55hL6x29mmeAjytzC,spotify:track:0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/tracks/0eu4C55hL6x29mmeAjytzC,https://api.spotify.com/v1/audio-analysis/0eu4C55hL6x29mmeAjytzC,161803,4
Miss You - Sped Up Version,Oliver Tree,616580,alternative hip hop,0.527,0.66,0,-10.692,1,0.0877,0.0141,0.0185,0.156,0.283,173.979,audio_features,4pH8cIlMI9NrTWcDiQbuRe,spotify:track:4pH8cIlMI9NrTWcDiQbuRe,https://api.spotify.com/v1/tracks/4pH8cIlMI9NrTWcDiQbuRe,https://api.spotify.com/v1/audio-analysis/4pH8cIlMI9NrTWcDiQbuRe,171702,4
Open Door,Mike Shinoda,5611327,alternative hip hop,0.684,0.809,11,-5.588,0,0.0356,0.00657,0.0,0.249,0.736,92.004,audio_features,0fy2aoSnwr1qGmTbc7yG2T,spotify:track:0fy2aoSnwr1qGmTbc7yG2T,https://api.spotify.com/v1/tracks/0fy2aoSnwr1qGmTbc7yG2T,https://api.spotify.com/v1/audio-analysis/0fy2aoSnwr1qGmTbc7yG2T,185966,4
Passin' Me By,The Pharcyde,3994257,alternative hip hop,0.759,0.756,4,-8.145,0,0.266,0.0903,2.36e-06,0.265,0.613,87.059,audio_features,4G3dZN9o3o2X4VKwt4CLts,spotify:track:4G3dZN9o3o2X4VKwt4CLts,https://api.spotify.com/v1/tracks/4G3dZN9o3o2X4VKwt4CLts,https://api.spotify.com/v1/audio-analysis/4G3dZN9o3o2X4VKwt4CLts,303493,4
Super Galaxtica,Mike Shinoda,149147,alternative hip hop,0.711,0.775,8,-4.736,1,0.0372,0.13,0.873,0.137,0.165,140.027,audio_features,7JP1An4cUYJpVJilRy179e,spotify:track:7JP1An4cUYJpVJilRy179e,https://api.spotify.com/v1/tracks/7JP1An4cUYJpVJilRy179e,https://api.spotify.com/v1/audio-analysis/7JP1An4cUYJpVJilRy179e,149205,4
